total_focos,ano,mes,estado
567,2007,3,AC
166,2007,3,AL
639,2007,3,AM
335,2007,3,AP
282,2007,3,BA
29,2007,3,CE
1,2007,3,DF
310,2007,3,ES
104,2007,3,GO
179,2007,3,MA
267,2007,3,MG
179,2007,3,MS
679,2007,3,MT
105,2007,3,PA
455,2007,3,PB
6,2007,3,PE
215,2007,3,PI
127,2007,3,PR
45,2007,3,RJ
109,2007,3,RN
63,2007,3,RO
1344,2007,3,RR
34,2007,3,RS
68,2007,3,SC
135,2007,3,SE
267,2007,3,SP
810,2007,3,TO
229,2007,4,AC
37,2007,4,AL
554,2007,4,AM
206,2007,4,AP
244,2007,4,BA
25,2007,4,CE
3,2007,4,DF
71,2007,4,ES
83,2007,4,GO
122,2007,4,MA
189,2007,4,MG
169,2007,4,MS
809,2007,4,MT
71,2007,4,PA
32,2007,4,PB
16,2007,4,PE
122,2007,4,PI
111,2007,4,PR
31,2007,4,RJ
70,2007,4,RN
47,2007,4,RO
390,2007,4,RR
115,2007,4,RS
47,2007,4,SC
43,2007,4,SE
202,2007,4,SP
580,2007,4,TO
398,2007,5,AC
5,2007,5,AL
349,2007,5,AM
176,2007,5,AP
418,2007,5,BA
60,2007,5,CE
16,2007,5,DF
38,2007,5,ES
349,2007,5,GO
575,2007,5,MA
473,2007,5,MG
242,2007,5,MS
1546,2007,5,MT
158,2007,5,PA
9,2007,5,PB
10,2007,5,PE
329,2007,5,PI
121,2007,5,PR
29,2007,5,RJ
50,2007,5,RN
159,2007,5,RO
105,2007,5,RR
89,2007,5,RS
36,2007,5,SC
392,2007,5,SP
1351,2007,5,TO
322,2007,6,AC
6,2007,6,AL
332,2007,6,AM
200,2007,6,AP
620,2007,6,BA
92,2007,6,CE
59,2007,6,DF
73,2007,6,ES
690,2007,6,GO
1765,2007,6,MA
884,2007,6,MG
530,2007,6,MS
3552,2007,6,MT
821,2007,6,PA
28,2007,6,PB
83,2007,6,PE
996,2007,6,PI
524,2007,6,PR
46,2007,6,RJ
121,2007,6,RN
686,2007,6,RO
403,2007,6,RR
156,2007,6,RS
162,2007,6,SC
1,2007,6,SE
611,2007,6,SP
2426,2007,6,TO
671,2007,7,AC
53,2007,7,AL
766,2007,7,AM
237,2007,7,AP
1388,2007,7,BA
322,2007,7,CE
87,2007,7,DF
192,2007,7,ES
925,2007,7,GO
4765,2007,7,MA
1429,2007,7,MG
592,2007,7,MS
4217,2007,7,MT
2117,2007,7,PA
49,2007,7,PB
197,2007,7,PE
3873,2007,7,PI
440,2007,7,PR
134,2007,7,RJ
428,2007,7,RN
1280,2007,7,RO
377,2007,7,RR
375,2007,7,RS
186,2007,7,SC
12,2007,7,SE
423,2007,7,SP
4057,2007,7,TO
2614,2007,8,AC
15,2007,8,AL
4195,2007,8,AM
301,2007,8,AP
4299,2007,8,BA
1796,2007,8,CE
197,2007,8,DF
173,2007,8,ES
2948,2007,8,GO
12508,2007,8,MA
3684,2007,8,MG
2279,2007,8,MS
18331,2007,8,MT
21673,2007,8,PA
47,2007,8,PB
594,2007,8,PE
6764,2007,8,PI
1187,2007,8,PR
330,2007,8,RJ
553,2007,8,RN
8746,2007,8,RO
945,2007,8,RR
823,2007,8,RS
848,2007,8,SC
754,2007,8,SP
8871,2007,8,TO
6008,2007,9,AC
27,2007,9,AL
3777,2007,9,AM
307,2007,9,AP
10151,2007,9,BA
1024,2007,9,CE
99,2007,9,DF
199,2007,9,ES
4978,2007,9,GO
12314,2007,9,MA
6800,2007,9,MG
5380,2007,9,MS
37231,2007,9,MT
22188,2007,9,PA
50,2007,9,PB
1733,2007,9,PE
8212,2007,9,PI
1212,2007,9,PR
422,2007,9,RJ
401,2007,9,RN
15498,2007,9,RO
749,2007,9,RR
749,2007,9,RS
771,2007,9,SC
2,2007,9,SE
779,2007,9,SP
13422,2007,9,TO
1098,2007,10,AC
30,2007,10,AL
1863,2007,10,AM
582,2007,10,AP
7564,2007,10,BA
1680,2007,10,CE
22,2007,10,DF
294,2007,10,ES
2169,2007,10,GO
9933,2007,10,MA
5880,2007,10,MG
1268,2007,10,MS
11291,2007,10,MT
8381,2007,10,PA
170,2007,10,PB
1292,2007,10,PE
4491,2007,10,PI
663,2007,10,PR
295,2007,10,RJ
236,2007,10,RN
5518,2007,10,RO
285,2007,10,RR
151,2007,10,RS
245,2007,10,SC
9,2007,10,SE
601,2007,10,SP
6208,2007,10,TO
130,2007,11,AC
47,2007,11,AL
1497,2007,11,AM
815,2007,11,AP
3318,2007,11,BA
2663,2007,11,CE
644,2007,11,ES
240,2007,11,GO
5334,2007,11,MA
2316,2007,11,MG
245,2007,11,MS
1025,2007,11,MT
10133,2007,11,PA
443,2007,11,PB
603,2007,11,PE
2130,2007,11,PI
345,2007,11,PR
12,2007,11,RJ
261,2007,11,RN
313,2007,11,RO
997,2007,11,RR
118,2007,11,RS
164,2007,11,SC
19,2007,11,SE
130,2007,11,SP
1592,2007,11,TO
140,2007,12,AC
88,2007,12,AL
630,2007,12,AM
95,2007,12,AP
780,2007,12,BA
2354,2007,12,CE
539,2007,12,ES
85,2007,12,GO
2557,2007,12,MA
423,2007,12,MG
95,2007,12,MS
537,2007,12,MT
3082,2007,12,PA
281,2007,12,PB
354,2007,12,PE
947,2007,12,PI
154,2007,12,PR
4,2007,12,RJ
218,2007,12,RN
102,2007,12,RO
447,2007,12,RR
110,2007,12,RS
98,2007,12,SC
64,2007,12,SE
95,2007,12,SP
515,2007,12,TO
121,2008,1,AC
99,2008,1,AL
822,2008,1,AM
99,2008,1,AP
384,2008,1,BA
347,2008,1,CE
621,2008,1,ES
33,2008,1,GO
305,2008,1,MA
107,2008,1,MG
59,2008,1,MS
232,2008,1,MT
320,2008,1,PA
153,2008,1,PB
194,2008,1,PE
167,2008,1,PI
59,2008,1,PR
2,2008,1,RJ
115,2008,1,RN
96,2008,1,RO
522,2008,1,RR
71,2008,1,RS
37,2008,1,SC
116,2008,1,SE
47,2008,1,SP
235,2008,1,TO
205,2008,2,AC
152,2008,2,AL
559,2008,2,AM
416,2008,2,AP
312,2008,2,BA
288,2008,2,CE
598,2008,2,ES
25,2008,2,GO
325,2008,2,MA
155,2008,2,MG
108,2008,2,MS
208,2008,2,MT
281,2008,2,PA
130,2008,2,PB
73,2008,2,PE
154,2008,2,PI
91,2008,2,PR
3,2008,2,RJ
112,2008,2,RN
55,2008,2,RO
451,2008,2,RR
47,2008,2,RS
59,2008,2,SC
91,2008,2,SE
34,2008,2,SP
242,2008,2,TO
471,2008,3,AC
154,2008,3,AL
823,2008,3,AM
261,2008,3,AP
212,2008,3,BA
79,2008,3,CE
2,2008,3,DF
335,2008,3,ES
23,2008,3,GO
352,2008,3,MA
133,2008,3,MG
128,2008,3,MS
227,2008,3,MT
249,2008,3,PA
188,2008,3,PB
34,2008,3,PE
185,2008,3,PI
69,2008,3,PR
4,2008,3,RJ
229,2008,3,RN
44,2008,3,RO
1117,2008,3,RR
70,2008,3,RS
32,2008,3,SC
202,2008,3,SE
110,2008,3,SP
384,2008,3,TO
301,2008,4,AC
28,2008,4,AL
644,2008,4,AM
152,2008,4,AP
233,2008,4,BA
17,2008,4,CE
1,2008,4,DF
125,2008,4,ES
64,2008,4,GO
686,2008,4,MA
192,2008,4,MG
116,2008,4,MS
358,2008,4,MT
139,2008,4,PA
109,2008,4,PB
30,2008,4,PE
218,2008,4,PI
88,2008,4,PR
2,2008,4,RJ
73,2008,4,RN
85,2008,4,RO
598,2008,4,RR
182,2008,4,RS
59,2008,4,SC
81,2008,4,SE
132,2008,4,SP
313,2008,4,TO
435,2008,5,AC
18,2008,5,AL
307,2008,5,AM
209,2008,5,AP
218,2008,5,BA
18,2008,5,CE
7,2008,5,DF
53,2008,5,ES
200,2008,5,GO
665,2008,5,MA
285,2008,5,MG
152,2008,5,MS
522,2008,5,MT
117,2008,5,PA
38,2008,5,PB
39,2008,5,PE
231,2008,5,PI
289,2008,5,PR
33,2008,5,RJ
38,2008,5,RN
98,2008,5,RO
484,2008,5,RR
226,2008,5,RS
217,2008,5,SC
5,2008,5,SE
282,2008,5,SP
657,2008,5,TO
194,2008,6,AC
5,2008,6,AL
142,2008,6,AM
46,2008,6,AP
208,2008,6,BA
72,2008,6,CE
11,2008,6,DF
102,2008,6,ES
209,2008,6,GO
1668,2008,6,MA
283,2008,6,MG
163,2008,6,MS
1147,2008,6,MT
366,2008,6,PA
29,2008,6,PB
16,2008,6,PE
684,2008,6,PI
109,2008,6,PR
29,2008,6,RJ
170,2008,6,RN
162,2008,6,RO
63,2008,6,RR
113,2008,6,RS
76,2008,6,SC
2,2008,6,SE
178,2008,6,SP
1159,2008,6,TO
487,2008,7,AC
10,2008,7,AL
606,2008,7,AM
221,2008,7,AP
565,2008,7,BA
157,2008,7,CE
39,2008,7,DF
120,2008,7,ES
552,2008,7,GO
3375,2008,7,MA
767,2008,7,MG
358,2008,7,MS
2497,2008,7,MT
3150,2008,7,PA
29,2008,7,PB
133,2008,7,PE
2106,2008,7,PI
705,2008,7,PR
136,2008,7,RJ
423,2008,7,RN
776,2008,7,RO
791,2008,7,RR
439,2008,7,RS
438,2008,7,SC
19,2008,7,SE
579,2008,7,SP
2479,2008,7,TO
2055,2008,8,AC
23,2008,8,AL
2816,2008,8,AM
183,2008,8,AP
1060,2008,8,BA
1168,2008,8,CE
71,2008,8,DF
169,2008,8,ES
987,2008,8,GO
3857,2008,8,MA
1448,2008,8,MG
823,2008,8,MS
5259,2008,8,MT
11169,2008,8,PA
36,2008,8,PB
540,2008,8,PE
4103,2008,8,PI
954,2008,8,PR
134,2008,8,RJ
589,2008,8,RN
3500,2008,8,RO
485,2008,8,RR
466,2008,8,RS
585,2008,8,SC
5,2008,8,SE
489,2008,8,SP
4006,2008,8,TO
3485,2008,9,AC
31,2008,9,AL
1892,2008,9,AM
290,2008,9,AP
5017,2008,9,BA
1145,2008,9,CE
56,2008,9,DF
218,2008,9,ES
1464,2008,9,GO
4555,2008,9,MA
2769,2008,9,MG
1754,2008,9,MS
9639,2008,9,MT
9627,2008,9,PA
39,2008,9,PB
972,2008,9,PE
3448,2008,9,PI
653,2008,9,PR
177,2008,9,RJ
323,2008,9,RN
5910,2008,9,RO
636,2008,9,RR
273,2008,9,RS
399,2008,9,SC
589,2008,9,SP
5938,2008,9,TO
1029,2008,10,AC
42,2008,10,AL
1354,2008,10,AM
712,2008,10,AP
7956,2008,10,BA
1101,2008,10,CE
8,2008,10,DF
292,2008,10,ES
1425,2008,10,GO
5420,2008,10,MA
4299,2008,10,MG
515,2008,10,MS
7778,2008,10,MT
11602,2008,10,PA
117,2008,10,PB
439,2008,10,PE
2986,2008,10,PI
103,2008,10,PR
59,2008,10,RJ
183,2008,10,RN
2718,2008,10,RO
318,2008,10,RR
214,2008,10,RS
78,2008,10,SC
1,2008,10,SE
120,2008,10,SP
4907,2008,10,TO
156,2008,11,AC
77,2008,11,AL
1128,2008,11,AM
1210,2008,11,AP
4603,2008,11,BA
2717,2008,11,CE
6,2008,11,DF
186,2008,11,ES
195,2008,11,GO
5959,2008,11,MA
1439,2008,11,MG
182,2008,11,MS
984,2008,11,MT
9463,2008,11,PA
309,2008,11,PB
628,2008,11,PE
1515,2008,11,PI
242,2008,11,PR
2,2008,11,RJ
183,2008,11,RN
510,2008,11,RO
673,2008,11,RR
107,2008,11,RS
132,2008,11,SC
30,2008,11,SE
86,2008,11,SP
1440,2008,11,TO
183,2008,12,AC
84,2008,12,AL
662,2008,12,AM
261,2008,12,AP
189,2008,12,BA
3569,2008,12,CE
688,2008,12,ES
63,2008,12,GO
3586,2008,12,MA
140,2008,12,MG
472,2008,12,MS
597,2008,12,MT
3245,2008,12,PA
342,2008,12,PB
414,2008,12,PE
1079,2008,12,PI
300,2008,12,PR
9,2008,12,RJ
212,2008,12,RN
106,2008,12,RO
311,2008,12,RR
152,2008,12,RS
133,2008,12,SC
31,2008,12,SE
150,2008,12,SP
906,2008,12,TO
197,2009,1,AC
138,2009,1,AL
894,2009,1,AM
120,2009,1,AP
237,2009,1,BA
499,2009,1,CE
1,2009,1,DF
294,2009,1,ES
47,2009,1,GO
563,2009,1,MA
82,2009,1,MG
310,2009,1,MS
615,2009,1,MT
559,2009,1,PA
156,2009,1,PB
304,2009,1,PE
262,2009,1,PI
63,2009,1,PR
4,2009,1,RJ
133,2009,1,RN
99,2009,1,RO
207,2009,1,RR
88,2009,1,RS
40,2009,1,SC
78,2009,1,SE
33,2009,1,SP
468,2009,1,TO
219,2009,2,AC
80,2009,2,AL
519,2009,2,AM
337,2009,2,AP
191,2009,2,BA
186,2009,2,CE
485,2009,2,ES
45,2009,2,GO
65,2009,2,MA
107,2009,2,MG
173,2009,2,MS
203,2009,2,MT
107,2009,2,PA
55,2009,2,PB
37,2009,2,PE
98,2009,2,PI
39,2009,2,PR
3,2009,2,RJ
18,2009,2,RN
50,2009,2,RO
299,2009,2,RR
26,2009,2,RS
18,2009,2,SC
86,2009,2,SE
87,2009,2,SP
295,2009,2,TO
531,2009,3,AC
158,2009,3,AL
522,2009,3,AM
301,2009,3,AP
336,2009,3,BA
17,2009,3,CE
338,2009,3,ES
60,2009,3,GO
123,2009,3,MA
149,2009,3,MG
150,2009,3,MS
379,2009,3,MT
282,2009,3,PA
47,2009,3,PB
24,2009,3,PE
96,2009,3,PI
122,2009,3,PR
6,2009,3,RJ
31,2009,3,RN
58,2009,3,RO
593,2009,3,RR
82,2009,3,RS
65,2009,3,SC
198,2009,3,SE
106,2009,3,SP
556,2009,3,TO
355,2009,4,AC
31,2009,4,AL
799,2009,4,AM
381,2009,4,AP
67,2009,4,BA
3,2009,4,CE
137,2009,4,ES
37,2009,4,GO
140,2009,4,MA
65,2009,4,MG
639,2009,4,MS
255,2009,4,MT
375,2009,4,PA
70,2009,4,PB
8,2009,4,PE
188,2009,4,PI
178,2009,4,PR
8,2009,4,RJ
46,2009,4,RN
271,2009,4,RO
795,2009,4,RR
302,2009,4,RS
139,2009,4,SC
79,2009,4,SE
199,2009,4,SP
1057,2009,4,TO
398,2009,5,AC
6,2009,5,AL
326,2009,5,AM
133,2009,5,AP
55,2009,5,BA
14,2009,5,CE
15,2009,5,DF
95,2009,5,ES
136,2009,5,GO
181,2009,5,MA
200,2009,5,MG
866,2009,5,MS
601,2009,5,MT
120,2009,5,PA
27,2009,5,PB
10,2009,5,PE
140,2009,5,PI
179,2009,5,PR
40,2009,5,RJ
22,2009,5,RN
83,2009,5,RO
552,2009,5,RR
271,2009,5,RS
102,2009,5,SC
219,2009,5,SP
545,2009,5,TO
226,2009,6,AC
6,2009,6,AL
230,2009,6,AM
134,2009,6,AP
134,2009,6,BA
50,2009,6,CE
6,2009,6,DF
83,2009,6,ES
201,2009,6,GO
543,2009,6,MA
216,2009,6,MG
434,2009,6,MS
1148,2009,6,MT
181,2009,6,PA
25,2009,6,PB
24,2009,6,PE
517,2009,6,PI
196,2009,6,PR
46,2009,6,RJ
225,2009,6,RN
141,2009,6,RO
159,2009,6,RR
118,2009,6,RS
77,2009,6,SC
2,2009,6,SE
231,2009,6,SP
856,2009,6,TO
413,2009,7,AC
38,2009,7,AL
387,2009,7,AM
43,2009,7,AP
372,2009,7,BA
192,2009,7,CE
32,2009,7,DF
108,2009,7,ES
481,2009,7,GO
1895,2009,7,MA
515,2009,7,MG
369,2009,7,MS
1730,2009,7,MT
755,2009,7,PA
57,2009,7,PB
86,2009,7,PE
1278,2009,7,PI
78,2009,7,PR
67,2009,7,RJ
528,2009,7,RN
217,2009,7,RO
166,2009,7,RR
267,2009,7,RS
76,2009,7,SC
53,2009,7,SE
159,2009,7,SP
1594,2009,7,TO
783,2009,8,AC
31,2009,8,AL
2073,2009,8,AM
148,2009,8,AP
485,2009,8,BA
847,2009,8,CE
37,2009,8,DF
188,2009,8,ES
638,2009,8,GO
3485,2009,8,MA
702,2009,8,MG
818,2009,8,MS
2326,2009,8,MT
5476,2009,8,PA
61,2009,8,PB
343,2009,8,PE
3765,2009,8,PI
1287,2009,8,PR
95,2009,8,RJ
719,2009,8,RN
953,2009,8,RO
1452,2009,8,RR
1520,2009,8,RS
1133,2009,8,SC
23,2009,8,SE
347,2009,8,SP
3335,2009,8,TO
2506,2009,9,AC
43,2009,9,AL
3867,2009,9,AM
309,2009,9,AP
3666,2009,9,BA
830,2009,9,CE
4,2009,9,DF
240,2009,9,ES
709,2009,9,GO
3678,2009,9,MA
1385,2009,9,MG
1165,2009,9,MS
3692,2009,9,MT
9011,2009,9,PA
69,2009,9,PB
1041,2009,9,PE
2850,2009,9,PI
198,2009,9,PR
94,2009,9,RJ
288,2009,9,RN
2870,2009,9,RO
295,2009,9,RR
91,2009,9,RS
82,2009,9,SC
6,2009,9,SE
148,2009,9,SP
4092,2009,9,TO
1115,2009,10,AC
36,2009,10,AL
2769,2009,10,AM
994,2009,10,AP
2759,2009,10,BA
676,2009,10,CE
4,2009,10,DF
198,2009,10,ES
413,2009,10,GO
3259,2009,10,MA
1134,2009,10,MG
895,2009,10,MS
3173,2009,10,MT
9459,2009,10,PA
122,2009,10,PB
578,2009,10,PE
2624,2009,10,PI
508,2009,10,PR
20,2009,10,RJ
378,2009,10,RN
2156,2009,10,RO
581,2009,10,RR
187,2009,10,RS
286,2009,10,SC
3,2009,10,SE
105,2009,10,SP
3178,2009,10,TO
126,2009,11,AC
63,2009,11,AL
2256,2009,11,AM
1163,2009,11,AP
527,2009,11,BA
2071,2009,11,CE
409,2009,11,ES
111,2009,11,GO
6597,2009,11,MA
310,2009,11,MG
409,2009,11,MS
730,2009,11,MT
12501,2009,11,PA
488,2009,11,PB
563,2009,11,PE
2232,2009,11,PI
120,2009,11,PR
31,2009,11,RJ
244,2009,11,RN
266,2009,11,RO
808,2009,11,RR
12,2009,11,RS
67,2009,11,SC
11,2009,11,SE
81,2009,11,SP
1772,2009,11,TO
76,2009,12,AC
88,2009,12,AL
1085,2009,12,AM
193,2009,12,AP
386,2009,12,BA
2459,2009,12,CE
577,2009,12,ES
42,2009,12,GO
2539,2009,12,MA
107,2009,12,MG
85,2009,12,MS
207,2009,12,MT
4122,2009,12,PA
327,2009,12,PB
415,2009,12,PE
769,2009,12,PI
57,2009,12,PR
8,2009,12,RJ
240,2009,12,RN
37,2009,12,RO
614,2009,12,RR
24,2009,12,RS
36,2009,12,SC
27,2009,12,SE
48,2009,12,SP
241,2009,12,TO
122,2010,1,AC
94,2010,1,AL
1128,2010,1,AM
246,2010,1,AP
413,2010,1,BA
687,2010,1,CE
1,2010,1,DF
958,2010,1,ES
60,2010,1,GO
526,2010,1,MA
157,2010,1,MG
80,2010,1,MS
327,2010,1,MT
848,2010,1,PA
177,2010,1,PB
109,2010,1,PE
339,2010,1,PI
22,2010,1,PR
6,2010,1,RJ
119,2010,1,RN
72,2010,1,RO
601,2010,1,RR
42,2010,1,RS
6,2010,1,SC
49,2010,1,SE
56,2010,1,SP
448,2010,1,TO
181,2010,2,AC
107,2010,2,AL
531,2010,2,AM
381,2010,2,AP
312,2010,2,BA
196,2010,2,CE
5,2010,2,DF
402,2010,2,ES
100,2010,2,GO
176,2010,2,MA
198,2010,2,MG
167,2010,2,MS
440,2010,2,MT
230,2010,2,PA
221,2010,2,PB
55,2010,2,PE
231,2010,2,PI
58,2010,2,PR
86,2010,2,RJ
94,2010,2,RN
68,2010,2,RO
787,2010,2,RR
29,2010,2,RS
19,2010,2,SC
63,2010,2,SE
183,2010,2,SP
780,2010,2,TO
268,2010,3,AC
163,2010,3,AL
618,2010,3,AM
778,2010,3,AP
211,2010,3,BA
109,2010,3,CE
2,2010,3,DF
266,2010,3,ES
96,2010,3,GO
211,2010,3,MA
140,2010,3,MG
178,2010,3,MS
663,2010,3,MT
260,2010,3,PA
228,2010,3,PB
72,2010,3,PE
172,2010,3,PI
39,2010,3,PR
4,2010,3,RJ
135,2010,3,RN
52,2010,3,RO
791,2010,3,RR
43,2010,3,RS
25,2010,3,SC
136,2010,3,SE
153,2010,3,SP
952,2010,3,TO
117,2010,4,AC
19,2010,4,AL
175,2010,4,AM
78,2010,4,AP
136,2010,4,BA
17,2010,4,CE
8,2010,4,DF
74,2010,4,ES
144,2010,4,GO
214,2010,4,MA
144,2010,4,MG
162,2010,4,MS
893,2010,4,MT
89,2010,4,PA
19,2010,4,PB
9,2010,4,PE
91,2010,4,PI
99,2010,4,PR
6,2010,4,RJ
18,2010,4,RN
135,2010,4,RO
221,2010,4,RR
107,2010,4,RS
36,2010,4,SC
13,2010,4,SE
148,2010,4,SP
1243,2010,4,TO
195,2010,5,AC
7,2010,5,AL
182,2010,5,AM
48,2010,5,AP
259,2010,5,BA
20,2010,5,CE
22,2010,5,DF
53,2010,5,ES
280,2010,5,GO
378,2010,5,MA
246,2010,5,MG
132,2010,5,MS
1382,2010,5,MT
131,2010,5,PA
39,2010,5,PB
13,2010,5,PE
346,2010,5,PI
102,2010,5,PR
23,2010,5,RJ
18,2010,5,RN
112,2010,5,RO
57,2010,5,RR
28,2010,5,RS
3,2010,5,SC
3,2010,5,SE
254,2010,5,SP
899,2010,5,TO
233,2010,6,AC
4,2010,6,AL
177,2010,6,AM
30,2010,6,AP
436,2010,6,BA
79,2010,6,CE
78,2010,6,DF
133,2010,6,ES
723,2010,6,GO
1344,2010,6,MA
619,2010,6,MG
408,2010,6,MS
2186,2010,6,MT
487,2010,6,PA
21,2010,6,PB
86,2010,6,PE
555,2010,6,PI
286,2010,6,PR
109,2010,6,RJ
80,2010,6,RN
362,2010,6,RO
95,2010,6,RR
39,2010,6,RS
40,2010,6,SC
635,2010,6,SP
2021,2010,6,TO
507,2010,7,AC
6,2010,7,AL
968,2010,7,AM
96,2010,7,AP
663,2010,7,BA
323,2010,7,CE
100,2010,7,DF
64,2010,7,ES
1224,2010,7,GO
3407,2010,7,MA
1040,2010,7,MG
701,2010,7,MS
4037,2010,7,MT
2153,2010,7,PA
17,2010,7,PB
76,2010,7,PE
2844,2010,7,PI
419,2010,7,PR
108,2010,7,RJ
308,2010,7,RN
1152,2010,7,RO
308,2010,7,RR
196,2010,7,RS
171,2010,7,SC
943,2010,7,SP
3694,2010,7,TO
3501,2010,8,AC
14,2010,8,AL
5588,2010,8,AM
269,2010,8,AP
2658,2010,8,BA
1950,2010,8,CE
181,2010,8,DF
142,2010,8,ES
3336,2010,8,GO
7926,2010,8,MA
3637,2010,8,MG
1901,2010,8,MS
17459,2010,8,MT
21838,2010,8,PA
34,2010,8,PB
939,2010,8,PE
6122,2010,8,PI
1220,2010,8,PR
355,2010,8,RJ
443,2010,8,RN
6413,2010,8,RO
1242,2010,8,RR
1086,2010,8,RS
1111,2010,8,SC
11,2010,8,SE
2444,2010,8,SP
10706,2010,8,TO
5592,2010,9,AC
21,2010,9,AL
4179,2010,9,AM
198,2010,9,AP
5811,2010,9,BA
1126,2010,9,CE
204,2010,9,DF
228,2010,9,ES
5906,2010,9,GO
12796,2010,9,MA
5213,2010,9,MG
2197,2010,9,MS
24140,2010,9,MT
15250,2010,9,PA
46,2010,9,PB
1305,2010,9,PE
8253,2010,9,PI
419,2010,9,PR
361,2010,9,RJ
361,2010,9,RN
8178,2010,9,RO
303,2010,9,RR
458,2010,9,RS
377,2010,9,SC
1923,2010,9,SP
13739,2010,9,TO
649,2010,10,AC
18,2010,10,AL
1296,2010,10,AM
436,2010,10,AP
5388,2010,10,BA
804,2010,10,CE
10,2010,10,DF
340,2010,10,ES
1418,2010,10,GO
4578,2010,10,MA
2201,2010,10,MG
746,2010,10,MS
5433,2010,10,MT
6482,2010,10,PA
172,2010,10,PB
686,2010,10,PE
5381,2010,10,PI
429,2010,10,PR
43,2010,10,RJ
217,2010,10,RN
1911,2010,10,RO
290,2010,10,RR
178,2010,10,RS
191,2010,10,SC
327,2010,10,SP
4146,2010,10,TO
240,2010,11,AC
50,2010,11,AL
816,2010,11,AM
540,2010,11,AP
695,2010,11,BA
2358,2010,11,CE
1,2010,11,DF
284,2010,11,ES
79,2010,11,GO
6487,2010,11,MA
121,2010,11,MG
335,2010,11,MS
920,2010,11,MT
7609,2010,11,PA
553,2010,11,PB
1075,2010,11,PE
2755,2010,11,PI
245,2010,11,PR
26,2010,11,RJ
330,2010,11,RN
418,2010,11,RO
274,2010,11,RR
134,2010,11,RS
118,2010,11,SC
20,2010,11,SE
153,2010,11,SP
1772,2010,11,TO
54,2010,12,AC
55,2010,12,AL
471,2010,12,AM
103,2010,12,AP
266,2010,12,BA
802,2010,12,CE
1,2010,12,DF
376,2010,12,ES
53,2010,12,GO
2678,2010,12,MA
143,2010,12,MG
349,2010,12,MS
1133,2010,12,MT
2799,2010,12,PA
95,2010,12,PB
191,2010,12,PE
658,2010,12,PI
60,2010,12,PR
10,2010,12,RJ
90,2010,12,RN
287,2010,12,RO
212,2010,12,RR
175,2010,12,RS
66,2010,12,SC
23,2010,12,SE
72,2010,12,SP
756,2010,12,TO
83,2011,1,AC
69,2011,1,AL
734,2011,1,AM
101,2011,1,AP
153,2011,1,BA
278,2011,1,CE
610,2011,1,ES
40,2011,1,GO
300,2011,1,MA
188,2011,1,MG
148,2011,1,MS
206,2011,1,MT
343,2011,1,PA
38,2011,1,PB
81,2011,1,PE
176,2011,1,PI
35,2011,1,PR
9,2011,1,RJ
32,2011,1,RN
49,2011,1,RO
359,2011,1,RR
26,2011,1,RS
20,2011,1,SC
42,2011,1,SE
75,2011,1,SP
314,2011,1,TO
104,2011,2,AC
66,2011,2,AL
494,2011,2,AM
438,2011,2,AP
188,2011,2,BA
142,2011,2,CE
2,2011,2,DF
439,2011,2,ES
56,2011,2,GO
52,2011,2,MA
153,2011,2,MG
66,2011,2,MS
147,2011,2,MT
111,2011,2,PA
26,2011,2,PB
25,2011,2,PE
37,2011,2,PI
18,2011,2,PR
46,2011,2,RJ
14,2011,2,RN
20,2011,2,RO
191,2011,2,RR
20,2011,2,RS
1,2011,2,SC
53,2011,2,SE
76,2011,2,SP
180,2011,2,TO
143,2011,3,AC
95,2011,3,AL
366,2011,3,AM
257,2011,3,AP
179,2011,3,BA
91,2011,3,CE
262,2011,3,ES
26,2011,3,GO
251,2011,3,MA
91,2011,3,MG
47,2011,3,MS
301,2011,3,MT
99,2011,3,PA
43,2011,3,PB
51,2011,3,PE
73,2011,3,PI
40,2011,3,PR
4,2011,3,RJ
44,2011,3,RN
34,2011,3,RO
354,2011,3,RR
53,2011,3,RS
18,2011,3,SC
110,2011,3,SE
46,2011,3,SP
172,2011,3,TO
90,2011,4,AC
22,2011,4,AL
243,2011,4,AM
69,2011,4,AP
206,2011,4,BA
25,2011,4,CE
1,2011,4,DF
70,2011,4,ES
111,2011,4,GO
314,2011,4,MA
97,2011,4,MG
31,2011,4,MS
467,2011,4,MT
65,2011,4,PA
22,2011,4,PB
31,2011,4,PE
72,2011,4,PI
64,2011,4,PR
4,2011,4,RJ
16,2011,4,RN
42,2011,4,RO
268,2011,4,RR
88,2011,4,RS
21,2011,4,SC
29,2011,4,SE
76,2011,4,SP
305,2011,4,TO
300,2011,5,AC
5,2011,5,AL
142,2011,5,AM
46,2011,5,AP
227,2011,5,BA
14,2011,5,CE
5,2011,5,DF
53,2011,5,ES
161,2011,5,GO
237,2011,5,MA
201,2011,5,MG
106,2011,5,MS
640,2011,5,MT
89,2011,5,PA
4,2011,5,PB
18,2011,5,PE
167,2011,5,PI
197,2011,5,PR
15,2011,5,RJ
40,2011,5,RN
136,2011,5,RO
128,2011,5,RR
83,2011,5,RS
85,2011,5,SC
2,2011,5,SE
217,2011,5,SP
657,2011,5,TO
148,2011,6,AC
7,2011,6,AL
101,2011,6,AM
97,2011,6,AP
381,2011,6,BA
49,2011,6,CE
18,2011,6,DF
121,2011,6,ES
333,2011,6,GO
871,2011,6,MA
387,2011,6,MG
117,2011,6,MS
